class,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
forest,8330.83,3761.84,8232.6,8173.1,7040.66,7502.18,7894.57,1261.75,7943.42,8044.49,7982.87,7819.68,8224.31,7082.65,1497.71,4729.04,1081.76,2599.51,8330.83,1408.74,1949.05,3225.97,4504.59,585.581,7791.85,7735.77,7965.4,7922.97
forest,8025.94,7605.54,7417.92,7340.32,4475.18,5752.5,6354.66,5881.58,2651.99,7344.18,7598.24,4537.4,8025.94,5723.87,1219.24,4172.37,1420.95,2105.4,5058.16,3963.11,1743.96,2934.91,5868.23,636.342,6724.25,6941.73,5200.68,7341.55
forest,8274.23,3008.45,8274.23,8269.4,1275.34,7736.99,8018.06,3144.47,8025.63,8098.73,8091.38,7861.86,8184.25,7187.99,1603.89,2735.54,1081.39,2380.27,7989.77,1091.23,1987.31,4112.75,5471.51,443.63,7896.81,7895.61,8030.71,7909.95
forest,8282.85,7998.43,8282.85,8221.31,7523.47,6694.47,8133.52,1213.02,8129.85,8185.52,7964.32,7846.15,7134.26,1749.51,1766.92,3181.3,897.755,1840.52,2903.04,2969.94,1957.04,1070.36,7749.69,565.726,5844.4,7780.59,2685.91,6120.81
forest,8193.16,7170.38,8193.16,8192.16,7837.23,6613.17,7726.85,666.938,7994.02,7897.88,7784.2,7469.79,7976.29,6766.9,1547.5,6729.63,1204.17,2026.89,7969.64,1398.84,1877.75,405.242,7784.54,467.114,7765.36,7683.48,7901.65,7587.27
forest,7578.76,7578.76,7067.96,7048.6,6114.99,4026.09,5838.63,5158.89,6438.79,4593.84,7254.82,6268.47,2175.48,7110.1,6561.2,4573.08,719.654,1223.26,7559.84,5975.17,1839.6,687.855,2568.38,2487.24,5754.94,5973.92,4915.89,6312.11
forest,8306.05,7866.35,7861.36,7845.55,3253.18,2149.44,7511.97,1034.93,8115.01,8306.05,6120.14,7342.36,5064.15,7105.48,1919.37,2653.63,802.187,1862.08,1293.85,2582.34,1858.97,620.44,7005.4,1502.46,1414.33,7889.04,3971.06,3211
forest,7916.07,7916.07,7913.4,7668.58,6623.36,5224.5,6727.25,5368.77,7414.3,7462.35,7008.78,7435.49,6879.61,3609.33,813.187,6108.11,910.544,1771.46,7750.01,6011.47,1597.16,3590.56,5206.45,5677.51,4801.83,6667.69,1726.81,1661.46
forest,8222.32,7873.18,8222.32,8114.48,7954.2,7635.98,5933.5,5677.12,7968.57,7998.51,7817.05,7636.98,3598.45,2700.88,2093.18,4266.15,1120.18,1153.13,7938.98,6912.65,1618.68,1196.09,7668.71,6819.32,7793.33,7766.09,1360.3,2119.31
forest,8191.46,7827.98,8191.46,8098.96,7756.69,7667.45,7643.64,1284.55,7625.92,7569.86,7404.69,6544.42,6746.86,4977.71,2550.19,3888.86,793.628,1156.05,2909.5,6715.99,1759.33,539.36,7578.45,1941.25,7458.67,7189.68,4868.74,4056.11
forest,7586.65,7537,7179.83,7228.11,5017.83,5848.12,6612.19,2188.69,7352.14,7586.65,5712.43,7435.15,3289.57,6421.09,1778.68,4892.77,728.04,1625.26,3534.53,5106.53,1713.85,426.992,5498.73,488.491,1244.39,6772.07,7033.78,7276.69
forest,7936.65,7101.32,7936.65,7853.01,425.447,5277.36,6742.22,1487.59,7136.64,7266.99,7278.19,7018.73,576.503,3697.55,1685.93,4644.5,909.163,1430.86,7777.01,2093.26,1885.13,1653.91,6509.32,666.332,5097.35,6712.61,5775.12,5877.53
forest,8089.27,7757.08,8089.27,8086.84,7832.42,7799.88,7990.61,733.774,7840.91,7772.34,7647.27,7485.61,7812.13,6309.01,1451.55,6471.1,1115.91,1692.85,7964.59,815.12,1808.57,539.408,7707.66,427.675,7349.23,7666.72,7229.15,3025.4
forest,7207.8,6559.06,7207.8,6969.48,4509.31,3926.52,5508.11,4812.35,5975.49,4310.77,6338.32,6458.8,931.235,4719.64,4186.99,3713.31,745.087,1297.56,5956.96,4046.52,1720.85,2386.76,3904.82,1132.62,4764.69,5094.75,5104.94,6014.52
forest,8188.46,7812.04,7976.41,736.953,6972.48,6662.64,6880.34,4096.44,7296.84,7747.42,7950.73,7512.4,8188.46,5666.53,998.69,4401.49,1321.17,1927.07,6605.17,533.059,1867.19,5649.93,6566.32,4375.9,7260.71,7601.59,7935.57,7946.53
forest,7961.71,4103.82,7872.28,7717.71,5444,6947.62,7475.19,1390.28,7752.25,7736.43,7677.87,7537.73,7961.71,6855.05,1631.08,4855.89,1165.22,2547.15,7832.55,738.768,1915.42,600.964,6913.74,502.854,7471.15,7489.72,7712.47,7555.56
forest,7725.39,4961.67,6018.46,7725.39,4167.38,6942.94,7124,4449.02,7443.59,6380.06,7412.49,7393.18,6739.73,6312.58,1228.47,3360.01,1088.46,1838.39,4177.01,500.982,1619.24,598.446,6842.27,430.068,3101.07,7047.31,3655.11,3884.45
forest,7768.67,7426.69,7704.36,7768.67,962.751,7197.79,7428.34,791.435,7379.91,6599.47,7430.84,7407.89,573.487,1574.51,1249.02,4466.15,894.926,1291.7,7503.05,4603.13,1996.76,1585.49,6863.88,356.999,4646.42,7018.11,5030.94,6197.82
forest,7994.2,7972.02,7973.92,7888.95,1517.18,6150.45,6511.58,6463.04,6003.74,6711.48,4357.01,6309.17,7666.16,6653.78,1612.62,6949.12,984.883,1088.25,7994.2,3149.06,1484.09,798.892,3853.32,5913.81,6680.23,6522.22,4569.95,730.013
forest,8009.58,7888.28,6869.46,6853.56,960.129,3702.25,5631.48,5229.39,5623.08,4762.3,4821.79,8009.58,2191.23,2574.14,2045.88,6799.11,796.58,1329.31,7892.95,5551.81,1802.66,676.493,5299.6,798.667,5554.19,6455.17,3705.89,7314.16
forest,7837.37,7428.77,7131.8,7561.92,4101.3,3052.43,6026.94,5904.52,3480.91,6778.91,6592.66,5224.65,7837.37,6162.82,1471.38,6687.51,1175.53,2015.08,7457.57,4558.1,1677.2,578.348,3651.85,358.089,4584.87,5646.67,6146.12,6703.09
forest,8088.99,8030.68,7439.02,689.897,6156.9,6013.4,6097.11,4576.24,3419.87,7002.84,7253.12,7751.56,8088.99,7174.16,1463.17,2166.85,1382.69,1946.44,2455.97,750.478,1878.94,5380.97,5952.58,5464.35,6927.29,7215.26,7662.97,7763.89
forest,7916.17,7916.17,7381.22,6036.04,4258.95,5875.11,6081.46,4578.8,4044.99,7112.57,7077.51,6942.57,7452.57,6871.29,2416.42,4888.36,915.928,1664.11,1402.58,5761.42,1819.77,1436.82,1919.46,525.412,6275.4,6480.92,6997.53,7215.32
forest,8007.29,7759.37,8007.29,7887.25,5137.34,4402.11,7694.88,1129.06,7656.43,7676.49,7565.65,7616.82,1091.03,3116.67,1486.97,2543.67,1016.2,2084.69,7851.45,3933.25,2062.86,1050.87,7362.36,364.108,7671.15,7495.65,7734.3,7665.82
forest,7064.28,7064.28,5556.26,1140.32,2662.43,4112.27,3814.14,4764.08,743.28,5639.05,5865.69,6152.76,6552.38,6110.34,2193.4,3673.29,1052.48,1519.44,3274.02,4505.22,1624.37,2777.66,3914.49,1429.49,4455.38,4631.15,5574.26,6017.56
forest,8170.16,7949.18,8074.33,8112.72,7617.25,5146.5,6870.36,4817.49,7845.98,8068.35,8170.16,8134.52,5861.21,5994.79,7644.18,3719.21,704.98,1381.31,7961.15,5233.4,2052.83,2211.43,800.887,1526.38,7613.72,7681.21,4194.39,7975.73
forest,8070.53,3421.41,8070.53,8017.51,456.288,6567.35,7756.91,4836.73,7508.13,7522.86,7507.97,6706.89,627.924,4227.66,1856.67,4444.99,862.327,1634.71,7771.33,4761.16,1810.83,1390.44,7479.82,875.933,4243.08,7047.44,6103.28,4670.38
forest,7915.96,7838.42,7840.69,7915.96,7054.09,7285.4,7406.86,670.682,7340.98,7184.77,6907.81,5755.43,7294.84,4483.11,1446.49,6082.61,1090.78,1974.39,7866.13,478.856,1755.4,656.422,7118.51,556.49,7136.8,6940.78,5025.97,6955.16
forest,8127.52,7677.18,7993.48,8127.52,1004.4,7883.71,7997.42,1046.1,7938.31,7945.15,7976.76,7936.64,896.827,1272.42,1254.54,4184.63,936.212,1420.12,7749.3,4379.66,2051.05,1088.52,7734.3,383.344,5406.27,7775.08,6374.2,7113.36
forest,8079.85,8079.85,7764.5,7731.45,6798.63,5193.87,2139.51,4613.92,7246.41,7636.29,7587.03,6811.38,5740.03,7080.63,7191.2,5562.96,692.717,1357.34,7974.62,6570.04,1887.98,2889.59,891.549,4074.33,6837.4,6867.7,7462.76,3999.17
forest,7816.78,7543.74,7420.92,7290.79,2190.41,3771.58,5890.64,1462.88,6925.92,6861.72,6279.77,7561.46,7816.78,6985.98,1618.38,4393.42,1095.23,2104.7,1151.08,1205.64,1742.05,372.823,5175.01,438.875,4523.13,6595.15,6272.97,7262.55
forest,7822.08,6795.76,5128.99,7822.08,4292.55,5314.77,7630.55,3999.39,7086.58,7512.02,7675.09,7563.59,5205.36,4382.55,1603.24,2453.85,1001.17,1686.95,3524.84,795.217,1366.19,628.443,7394.41,425.492,6445.27,7408.89,5370.09,6190.16
forest,8232.48,7304.52,7962.44,7518.01,1607.92,4877.54,7126.82,7015.17,5528.87,7772.65,7327.27,7065.22,8232.48,6976.49,1197.95,6080.34,1110.8,1152.93,7591.55,1168.6,1720.37,4397.96,1272.08,2359.91,5108.82,7655.25,5786.76,3525.34
forest,7907.88,7892.66,7439.05,1486.02,1747.55,3876.87,6634.35,6617.71,7404.92,7621.26,3975.02,7002.46,7907.88,7070.55,2213.36,5180.48,706.143,1365.82,6380.89,6088.18,1829.74,926.725,3217.76,506.858,6475.4,6841.39,7263.6,7482.46
forest,7598.1,7598.1,7593.26,7181.22,6507.98,5450.56,4961.46,4411.72,6732.72,6782.12,6575.76,5357.4,2782.28,3459.14,2658.5,4413.75,883.474,1630.57,7335.91,5359.02,1760.92,662.843,5874.12,4148.72,6454.09,6322.62,5371.44,2752.11
forest,7939.85,7809.35,7904.11,7742.18,2254.6,6461.73,5398.28,6161.18,7200.68,7520.66,7705.13,7598.24,6230.61,5595.74,2948.4,2377.76,904.141,1140.01,7939.85,6435.69,1881.33,1143.21,6404.19,692.143,7390.48,7487.71,7696.13,7280.7
forest,8055.32,8055.32,5503.71,2077.49,5903.03,1586.74,6771.84,6811.57,7337.05,1997.68,7826.31,7744.74,3611.83,4827.91,1915.06,6075.19,637.232,1083.23,6864.05,6111.74,1938.95,2593.07,5619.44,243.719,6164.4,6371.36,7254.2,7616.39
forest,7886.73,7684.42,7886.73,7684.69,7219.86,6990.62,6788.63,2993.57,7127.78,7256.15,7124.51,6139.07,6058.79,5599.5,4550.8,3793.99,930.744,1067.04,3334.16,6256.51,1540.38,648.732,6375.27,1209.75,6856.89,6731.75,3112.17,2507.07
forest,7830.88,7340.12,7830.88,7573.15,5795.95,6702.69,7043.78,4857.88,7275.56,7199.4,7435.4,6644.36,1989.28,2122.1,2291.58,2597.18,795.779,1206.46,4763.69,1573.68,1767.72,984.897,6003.41,745.046,4544.78,7020.89,7488.72,6467.93
forest,8133.31,7995.7,8133.31,7882.11,7374.16,6350.87,5963.49,5399.52,7321.42,7379,7534.33,5224.21,5476.71,4615.88,3662.79,3743.39,948.535,1195.03,7786.55,6654.26,1624.18,682.745,7021.52,2876.05,7475.92,7497.28,1944.18,1850.91
forest,8000.83,8000.83,7887.32,7749.7,6690.36,5586.33,6802.16,961.833,7494.29,7571.42,7341.86,7210.4,4014.82,4535.93,1727.86,5686.14,1002.59,2040.93,2888.32,1100.68,1913.29,1689.27,6545.36,466.116,2647.05,6925.36,6257,5348.69
forest,8097.41,5930.93,6022.26,7772.74,7080.79,4658.61,6728.95,7207.95,7791.4,4108.84,7827.24,7928.37,2520.05,3587.33,3203.1,5770.69,789.226,1377.53,8097.41,6380.78,1885.39,4095.25,4311.3,665.023,7021.97,7218.38,3515.28,7736.38
forest,8188.97,7693.99,7961.46,5255.73,7122.03,6250.6,7144.08,3930.59,1181.54,7889.97,7894.21,6524.74,8188.97,5021.02,1246.36,2276.13,1464.91,2172.86,4228.15,5248.79,1854.33,5739.04,6560.96,5554.97,6660.6,7012.36,7489.07,7618.3
forest,7234.93,7234.93,6698.5,6433.27,5202.28,4080.23,4579.05,3859.82,5978.24,4144.68,5881.05,6057.03,2909.78,5506.56,4931.46,5003.71,723.175,1157.87,7222.05,5663.23,1855.3,1265.41,1659.23,2049.34,5208.71,5831.23,5424.94,4222.71
forest,8366.02,5263.33,8366.02,8279.07,800.527,2306.02,8048.83,2232.61,1908.07,8082.02,8024.57,7781.89,1273.53,3267.77,1628.9,4928.41,847.702,1699.75,8038.93,5587.83,1986.2,1010.56,7472.56,443.327,5555.56,7834.94,1648.82,7801.67
forest,8242.19,7886.25,8242.19,8156.89,5702.31,6703.43,3968.28,3032.35,7809.88,5527.95,6085.97,4171.59,7730.26,1561.46,1439.9,6529.46,967.701,1441.74,7873.29,1972.51,1749.89,486.124,7605.69,315.019,7677.01,7484.14,7206.6,7157.54
forest,7961.9,7709.17,7961.9,7785.37,6966.13,5969.55,6662.49,3593.51,7322.1,7440.18,7451.19,6953.61,762.832,2675,1981.67,5903.66,952.176,1815.18,7787.61,6063.57,1801.86,1089.44,6269.4,4507.55,3883.49,6440.71,2758.97,4750.26
forest,7977.88,7977.88,7936.99,7814.88,7425.4,6924.25,4937.69,3551.92,7731.59,7872.78,7756.32,7421.42,3148.38,5070.48,2571.91,2688.57,885.666,1446.69,6623.95,6294.5,1844.55,565.796,6794.13,3585.76,7370.15,7434.77,5691.85,2994.82
forest,8399.71,7387.24,8399.71,7935.96,1125.29,6825.34,5136.53,7245.07,5332.29,6444.14,6086.8,6299.65,8214.77,5496.24,1346.94,4020.41,1396.67,2051.39,6579.83,6299.61,1844.88,611.518,3187.44,912.639,7970.86,7967.88,8037.97,7925.82
forest,7725.85,7457.78,7704.12,7725.85,7525.08,7251.11,7309.43,4945.81,7093.72,4525.17,6795.34,5371.18,5862.95,1390.3,1718.43,4958.75,881.258,1354.8,4644.23,944.627,1782.18,719.762,7104.37,340.075,2271.91,6661.66,5397.19,6800.66
forest,7245.3,7085.57,5427.97,1251.97,2978.1,3782.27,4060.4,3993.04,1021.51,5688.58,6400.37,5696.29,7245.3,6792.48,2572.7,2529.97,1090.99,1897.48,1532.78,4330.83,1658.49,3258.66,3539.59,3646.82,4163.32,4312.27,5043.89,5927.76
forest,8134.78,7559.7,7764.77,7942.53,2197.35,7721.15,7845.04,3476.52,8021.41,7295.12,7689.03,8016.92,8134.78,6584.94,1254.76,5293.48,1344.91,1721.82,4758.2,1704.44,1854.87,258.879,7669.14,388.766,7837.34,7953.76,5149.78,7654.19
forest,7990.31,7798.21,7990.31,7489.33,6575.82,3889.14,3523.04,4125.56,7261.54,7297.78,7267.71,7095.6,4582.69,2131.75,1069.2,6372.87,943.158,1186.87,7351.97,6032.42,1607.33,1152.73,6070.25,4092.54,5704.64,6480.11,1132.81,2112.06
forest,7649.06,7267.88,7557.99,7649.06,5960.55,7170.3,7380.38,2251.02,7462.64,7520.83,7308.69,6752.38,7621.93,6329.15,1694.74,5370.08,1193.44,1814.59,3597.16,1057.55,1808.06,346.006,7357.38,399.987,7432.14,7263.73,7573.09,7540.36
forest,8219.76,5639.59,8219.76,7400.34,5286.21,7073.9,7470.37,5155.71,7114.9,7546.19,7386.51,6899.17,4815.01,5899.95,1286,2554.84,1050.46,1215.54,6429.92,703.437,1696.77,589.265,7260.53,448.246,1256.34,7307.1,1860.69,1310.5
forest,8149.7,7477.98,6814.41,5630.87,3765.76,5189.75,5403.6,4118.58,3434.53,6826.36,7389.75,4768.88,8149.7,7443.46,1251.77,4255.4,1477.01,2208.6,2998.59,1976.3,1729.44,3463.12,4969.62,3939.18,5549.05,5940.11,6664.62,7362.31
forest,8031.62,7822.81,8031.62,7921.07,7281.5,6641.72,1467.67,947.009,7385.69,7408.98,7555.39,7740.34,5028.92,5404.77,4685.45,2573.47,744.981,1169.42,7806.57,6528.52,1789.83,5486.52,3526.03,4115.68,6784.19,7006,7375.58,6678.44
forest,8365.38,8036.2,8365.38,8362.02,1011.09,7769.57,8202.28,1865.17,7935.04,5055.67,7884.56,7137.92,817.247,2506.48,1677.26,4014.81,830.106,1528.82,5090.1,4361.5,1979.41,3151.77,7669.57,421.716,1500.09,7627.49,2571.36,7705.46
forest,8008.13,7680.85,7581.58,1312.8,619.053,6420.32,7259.18,7077.02,7766.83,8008.13,7745.78,6314.01,7782.64,6602.65,2251.76,4992.13,708.281,1334.91,6593.9,5929.31,1820.77,899.128,1537.11,575.77,6921.21,7302.36,7248.77,7382.53
forest,7959.29,7606.4,7959.29,7922.33,6291.47,7446.27,6098.42,1127.27,7424.05,5650.14,7351.53,6355.73,7827.13,4986.38,2406.61,3319.37,761.699,1635.42,2607.61,556.403,1713.38,529.517,7598.07,434.722,1149.67,7087.08,4711.73,7116.55
forest,8157.14,6388.25,2866.73,4387.74,6367.78,2636.7,7535.62,7384.77,7892.33,5802.05,7481.27,8157.14,1404.51,3527.53,2239.22,6745.68,673.872,1262.03,7941.62,6358.46,1879.02,1026.8,6784.75,592.919,7493.51,7697.19,4100.47,7871.3
forest,7800.82,7711.82,7753.6,7800.82,6865.6,7007,7093.22,5029.02,7524.45,7641.15,7643.54,4416.73,2713.12,3066.57,2455.36,2317.77,839.472,1212.53,3576,3243.11,1880.84,592.735,6233.13,1070.98,4205.33,6712.45,6824.6,4723.8
forest,8134.21,7282.4,8045.21,7553.61,1893.67,7552.82,7773.44,6916.68,5434.97,7730.49,7988.25,6214.64,7979.39,6899.51,1103.83,4479.35,1194.83,1560.38,5063.06,2964.28,1749.65,713.02,2550.76,542.026,7808.02,7970.34,8134.21,8038.85
forest,8144.08,4032.3,8144.08,7921.6,7490.13,2271.86,7095.17,4578.52,7441,7419.57,7278.31,7312.64,7960.28,4285.02,1333.79,4852.26,827.07,1894.06,7800.56,6005.31,1598.19,5289.15,6471.72,5451.65,6661.44,6470.59,2618.12,1214.71
forest,8079.17,7112.17,8070.21,8079.17,1711.78,7184.34,5266.89,6805.09,5606.98,6607.23,6698.28,6371.43,6895.71,5786.31,1518.08,2235.85,1120.84,1803.78,5907.44,957.616,1856.21,2155.05,5953.69,862.38,6679.86,6744.25,6532.26,6095.35
forest,8178.47,7978.39,7965.06,7974.52,2916.63,6743.17,7176.43,6776.32,7879.58,5395.15,8004.17,7982.43,8178.47,6811.8,2154.7,7401.62,1084.21,1568.46,6131.04,3484.51,1747.61,361.602,6656.21,540.611,6813.46,7573.5,1127.32,7975.02
forest,7217.8,6672.53,4614.09,3627.2,3053.76,3270.37,3319.49,3603.22,3261.5,3339.51,3967.21,2619.9,6183.49,6287.05,1522.82,7217.8,925.807,1722.8,5508.64,4303.5,1566.97,388.628,2981.48,377.636,4009.65,4085.05,4148.07,5827.86
forest,7134.61,7053,5222.85,4879.4,3382.9,3574.61,4252.7,3293.63,2841.72,5056.77,5425.19,5158.98,7134.61,5060.33,1784.73,6162.4,1065.08,1513.03,5821.14,4626.6,1638.73,1038.53,4566.82,713.258,5638.82,5584.01,5930.41,6751.39
forest,8144.45,7732.54,8099.53,8144.45,1659.85,7738.95,8079.74,1125.56,7986.13,4363.59,6295.04,7811.68,1530.38,980.294,1756.68,5812.5,889.024,1638.98,7850.71,5999.44,1780.52,1309.17,7661.09,315.219,7761.09,7684.34,6824.05,7642.27
forest,7718.02,4638.65,7692.16,7718.02,2501.86,7258.8,7364.5,1082.33,7320.75,7313.18,6982.23,7034.85,7529.64,6308.34,1361.05,3337.78,1115.27,2175.63,7324.05,1097.83,1938.9,775.275,7549.3,534.263,7395.24,7109.26,7305.29,7222.57
forest,8149.61,8149.61,5987.29,5724.64,938.156,5002.18,7725.99,7150.21,7769.96,5901.52,6783.25,8018.58,8086.61,7020.94,2344.97,5719.3,717.56,1313.64,7914.95,6407.36,1765.62,715.732,6041.65,389.656,6301.72,7072.04,7119.94,7562.33
forest,8084.99,7386.09,7571.26,2054.01,6002.6,5970.29,6569.69,3967.43,6969.44,7353.17,6649,5752.9,8084.99,4705.78,1570.46,2816.61,1304.22,1833.21,2831.59,5474.95,1789.08,4771.4,6049.03,1275.37,6355.34,6572.82,7148.67,7262.02
forest,7411.89,7107.2,6258.14,6405,3252.31,4139.33,4625.85,4694.02,2808.77,6015.56,6602.1,6249.17,7411.89,5824.47,1414.73,4192.26,1383.86,1972.2,5793.01,3518.61,1679.48,1740.62,4623.51,753.534,5009.55,4928.95,5837.75,6612.1
forest,8008.98,7744.4,7509.56,1311.38,774.355,6790.5,6742.3,6942.91,7674.84,8008.98,3940.21,7626.36,7740.79,6626.33,2658.72,4343.63,1108.56,1612.68,4293.32,6092.33,1774.25,881.844,1196.44,530.827,6721.18,7293.88,7746.46,7772.59
forest,7745.59,7449.01,7745.59,7739.22,5049.08,7330.69,6350.12,4887.39,7191.35,6307.34,7061.25,5747.05,7514.47,6204.91,1248.67,2598.33,1104.18,1785.16,4882.9,1403.22,1793.02,627.757,6128.81,512.473,7144.12,6975.23,7200.75,7079.29
forest,8353.38,7735.24,8353.38,8267.87,703.975,7200.87,8026.5,1061.66,7863.03,7504.67,7710.59,7627.03,607.7,2052.86,1340.05,5041.67,897.142,1414.83,7985.8,1593.35,2138.4,2507.14,7766.89,365.652,5437.73,7523.11,6197.34,6576.84
forest,8202.15,7927.1,8202.15,8185.38,7935.31,7707.37,7281.88,5249.16,7857.06,7783.97,7422.78,7340.5,7971.77,4445.28,1696.09,6946.9,1099.99,1518.28,8036.98,1439.2,1791.97,375.296,7630.41,358.138,7654.88,7690.71,6188.01,7202.53
forest,7316.42,7316.42,6645.62,6879.11,4358.28,4949.68,4964.5,4373.62,5496.97,1838.67,5787.09,5738.23,6932.06,5553.23,1690.34,2993.3,1163.84,1602.27,6407.3,1036.5,1649.35,568.134,4195.22,433.885,2086.18,5613.83,1910.45,6616.58
forest,8046.23,7693.95,8046.23,7887.69,7028.23,6223.16,6303.11,6487.9,7534.95,5294.64,7795.69,7674.51,1329.74,5186.27,4634.97,3261.8,725.17,1224.13,7959.04,6098.72,1817.01,4246.42,3330.14,2621.37,6829.84,7172.31,5872.77,7627.41
forest,7964.52,6036.59,7959.68,7964.52,7453.11,7572.01,7802.39,990.75,7883.68,7765.38,7569.5,7346.31,7846.01,6671.83,1674.5,4202.79,1096.84,2439.76,7947.95,1042.09,1945.75,2538.29,6726.4,526.592,7696.9,7582.62,7775.48,7567.64
forest,7715.6,6129.14,7538.07,7145.29,6886.49,4694.07,6642.1,5468.57,7421.71,5483.19,7525.96,7374.48,1647.07,5349.67,4858.97,4732.67,743.073,1325.27,7715.6,3955.93,1899.68,802.258,3636.5,988.66,6852.45,6914.81,7006.03,7284.15
forest,7942.44,7901.91,7942.44,7576.79,6785.49,5716.07,5301.04,3621.09,7051.15,7075.32,7147.51,4010.21,4924.33,5319.21,2224.77,3965.27,863.479,1193.01,6126.76,6551.76,1587.4,619.95,5939.6,2749.01,6826.57,6630.12,1681.13,2404.76
forest,7980.38,7667.38,7980.38,7756.62,2158.3,3136.04,5125.77,6358.78,3362.11,7850.82,6061.77,7702.6,4093.23,6668.07,1319.21,5051.61,1065.69,1155.19,7826.55,703.61,1717.39,1960.76,5802.73,2048.57,5002.15,7859.39,6869.22,6947.2
forest,8054.11,7845.38,8026.19,5382.89,1414.61,7239.07,7507.75,7314.38,7919.63,8048.31,8054.11,6210.96,7766.02,6935.49,2181.57,4223.63,999.46,1649.29,2160.48,5985.86,1770.22,685.76,1246.96,543.313,7569.41,7606.91,7936.46,7886.03
forest,8280.45,7813.11,8187.76,8258.47,7713.44,7948.4,8255.78,698.833,8216.96,8273.67,8280.45,8193.53,8039.45,6843.65,1499.2,4652.89,1160.14,2075.57,8015.55,747.376,1944.37,719.859,7910.37,551.746,7489.34,8119.63,8261.68,7098.06
forest,7943.15,3392.49,7164.19,6258.68,6098.91,6309.33,7130.32,7065.1,4022.96,7865.82,7486.02,7943.15,5408.04,6008.94,1579.8,3655.41,968.912,1047.94,4389.93,1231.22,1544.89,803.505,6696.29,1100.09,5631.48,7656.8,7646.85,2540.16
forest,8196.97,4878.84,8196.97,8120.38,766.791,3901.03,7486.59,4113.87,3556.62,7557.25,7574.14,7282.49,1098.23,3438.24,1660.24,4684.77,810.926,1634.86,7865.76,6001.29,1885.43,1069.31,7011.13,742.095,5492.96,7103.27,2551.78,6387.19
forest,8298.49,7487.03,8298.49,8207.18,7233.54,7583.9,7733.62,6438.4,6671.65,7757.68,7442.74,7539.97,5262.1,6035.33,1191.06,2438.59,1018.88,1388.08,7866.52,668.156,1810.81,571.169,7476.94,932.887,2404.82,7335.54,2052.45,1305.41
forest,8302.79,8046.21,8302.79,8254.5,757.542,7917.48,8140.62,903.724,8054.63,6900.8,8078.82,7859.2,721.434,1404.21,1278.49,5231.17,893.075,1318.65,7886.04,3525.56,2062.19,3108.55,7847.89,393.599,4966.66,7851.57,3456.03,7679.62
forest,8173.71,7693.88,8173.71,8160.01,7614.99,7834.45,7957.55,3881.5,7750.71,4056.67,7391.74,7106.37,7689.16,1261.12,1710.27,4034.74,924.114,1315.54,6811.87,1605.94,1847.77,1754.23,7589.22,300.392,2552.63,7432.11,5773.28,7185.79
forest,8082.41,8014.68,7337.64,6750.75,4319.38,5743.61,5848.86,3000.8,1387.46,7422.42,7542.69,6371.94,8082.41,7267.79,2240.67,3668.19,961.438,1629.05,1269.45,6393.19,1920.69,4368.73,6031.38,853.517,6826.59,6816.6,7305.09,7541.98
forest,7796.89,7756.49,7728.55,7693.29,7021.45,6835.1,2135.67,1269.91,7600.16,7412.51,7796.89,7654.42,3664.09,5891.86,4603.2,4782.14,735.125,1197.38,7671.65,6454.29,1838.17,5519.9,2548.12,3872.11,6825.86,6646.4,6796.39,4681.94
forest,8284.57,8001.47,7783.55,2303.76,571.364,6767.4,7098.29,7005.12,7690.02,6346.6,7892.13,7494.64,8284.57,6138.75,2423.57,4710.8,1103.49,1686.31,4441.54,6365.75,1832.51,1056.26,936.545,593.473,7047.65,7384.37,7813.46,7755.38
forest,7690.45,7116.36,4289.58,3118.77,5792.35,1873.16,6548.29,6492.97,7097.89,5542.33,7320.21,7690.45,2358.54,3598.41,2272.83,6524.73,597.321,1224.14,6599.1,5429.88,1793.03,1012.82,5302.7,560.894,6350.05,6522.85,5058.91,7096.24
forest,7965.02,7795.48,7537.78,1583.68,5787.38,1158.72,7120.05,6969.23,7464.15,5756.74,7801.57,7965.02,2104.86,5491.92,2912.88,4492.23,574.582,1104.92,5995.1,6433.02,1936.51,1791.72,6782.24,639.421,6797.35,7074.47,5911.44,7491.33
forest,8335.8,7966.43,8061.79,8025.86,3822.83,6968.59,8091.85,1911.75,8248.75,8335.8,8235.75,7433.47,8286.33,7010.33,1365.32,3567.11,945.658,1808.93,2643.5,656.032,1454.08,629.27,7661.33,653.312,8197.02,8204.02,4280.63,8045.23
forest,7984.46,7984.46,7661.43,5814.46,1755.13,6658.44,6979.36,6032.44,7241.27,7570.71,5778.63,6643.42,7883.2,7025.7,1726.52,6697.43,957.263,1683.07,2794.84,4720.17,1681.45,499.682,3837.89,708.193,6754.38,7177.67,7650.63,7654.94
forest,7557.74,7557.74,6387.23,7005.87,1201.75,6139.83,6278.28,2191.07,7050.63,7295.43,7371.48,7497.44,3971.6,6472.9,2679.68,4900.61,701.231,1486.55,7111.17,4198.54,1786.71,620.311,6053.89,503.156,1407.64,7217.52,7498.42,7477.86
